gt_word,ocr_word,word_length,word_cer
now,mo,3,0.6667
revealed,wj,8,1.0
his,vevealed,3,2.6667
full,his,4,1.0
plans,full,5,1.0
to,r6,2,1.0
the,fhk,3,0.6667
africans,arvi,8,0.75
and,cuhs,3,1.3333
liberals,and,8,0.875
attending,lilevals,9,0.8889
.,altendin},1,9.0
these,theje,5,0.2
plans,plans,5,0.0
do,co,2,0.5
not,wk,3,1.0
give,4ive,4,0.25
the,kkx,3,1.0
africans,arv:,8,0.75
the,cons,3,1.3333
overall,hk,7,1.0
majo-,oue,5,1.0
rity,riha,4,0.5
they,fkex,4,0.75
are,ark,3,0.3333
seeking,seekin),7,0.1429
.,kkrican,1,7.0
african,aelegabe,7,0.8571
delegates,),9,1.0
are,ave,3,0.3333
mr.,mr.,3,0.0
macleod,macleod,7,0.0
went,wenk,4,0.25
on,oh,2,0.5
with,wikh,4,0.25
the,fk,3,1.0
conference,wonkerenc,10,0.3
at,ak,2,0.5
lancaster,lanesker,9,0.3333
house,hovsz,5,0.4
despite,cespike,7,0.2857
the,hkc,3,1.0
crisis,crts;r,6,0.5
which,whicl,5,0.2
had,had,3,0.0
of,8,2,1.0
chiefs,€hiels_,6,0.5
.,,1,1.0
secret,fecel,6,0.5
negotiations,rejoh,12,0.8333
on,chon],2,1.5
northern,on,8,0.75
rhodesia's,"uo,kresn",10,0.9
future,rhe,6,0.8333
.,deaia,1,5.0
minister,hunishe,8,0.5
of,c,2,1.0
the,ine,3,0.6667
central,cenbcl,7,0.4286
african,qfr,7,0.7143
federation,can,10,0.8
",",teckee,1,6.0
went,"6'0,",4,1.0
in,(n,2,0.5
the,hhe,3,0.3333
commons,comnmona,7,0.2857
last,ia},4,0.75
night,f,5,1.0
that,nijht,4,1.0
there,jhct,5,0.8
have,[see,4,0.75
been,have,4,1.0
to,bo,2,0.5
chequers,cleques,8,0.25
at,0{,2,1.0
the,4he,3,0.3333
week-end,bee,8,0.75
for,k,3,1.0
talks,-,5,1.0
with,ene,4,1.0
mr.,hp,3,1.0
iain,min,4,0.5
macleod,hacle0),7,0.4286
",",7,1,1.0
the,#he,3,0.3333
colonial,coqorc,8,0.625
secretary,(,9,1.0
",",secefd,1,6.0
denied,aoue&,6,0.8333
but,ruk,3,0.6667
representatives,represenfahvef,15,0.2667
of,04,2,1.0
sir,fx,3,1.0
roy,po,3,0.6667
welensky,delensky],8,0.25
",",1,1,1.0
prime,pnm,5,0.6
the,the,3,0.0
northern,alen,8,0.75
rhodesia,kho,8,0.75
conference,cleoi,10,0.8
in,g,2,1.0
london,con,6,0.6667
has,[8,3,1.0
mr.,lr,3,0.6667
macmillan,haca,9,0.6667
.,ien-,1,4.0
been,been,4,0.0
boycotted,bo9collec,9,0.4444
by,b1,2,0.5
the,k,3,1.0
two,e,3,1.0
main,ido,4,1.0
settlers',mch,9,1.0
parties,felles,7,0.7143
-,poher,1,5.0
the,kie,3,0.6667
united,uuleol,6,0.8333
federal,feckec(,7,0.7143
party,pal,5,0.6
and,@c,3,1.0
the,+he,3,0.3333
dominion,orwax,8,0.875
party,pa(ly,5,0.4
.,,1,1.0
boycotted,bacy,9,0.7778
by,cotted,2,3.0
the,6k,3,1.0
two,aq,3,1.0
main,_,4,1.0
settlers',fljo,9,0.8889
parties,lllclll,7,1.0
-,rulrr),1,6.0
there,lloe_,5,1.0
have,laur_,4,1.0
been,beql,4,0.5
secret,aecnel,6,0.5
negotiations,kraohallca,12,0.8333
on,01,2,1.0
party,(osla,5,1.0
.,"""put",1,4.0
but,nq,3,1.0
representatives,"pueaeulot""",15,0.7333
of,ur_,2,1.5
sir,of,3,1.0
roy,cec,3,1.0
rhodesia,rlocle,8,0.75
conference,&'@,10,1.0
in,ccujrjqu,2,4.0
london,cq,6,1.0
has,_,3,1.0
been,leuclcx,4,1.5
the,aue,3,0.6667
week-end,_,8,1.0
for,lorqsl,3,1.3333
talks,~eud,5,1.0
with,loc,4,1.0
mr.,talks,3,1.6667
macmillan,wilu,9,0.7778
.,mv,1,2.0
the,fle_,3,1.0
united,lulea,6,0.8333
federal,fealoa,7,0.5714
party,(,5,1.0
and,feld,3,1.0
the,aud,3,1.0
dominion,ae,8,1.0
denied,aqllea4,6,1.0
in,u,2,1.0
the,lae,3,0.6667
commons,_,7,1.0
last,ccvuucuo,4,2.0
night,laal,5,1.0
that,m6l,4,1.0
welensky,wclea,8,0.625
",",pcue_,1,5.0
prime,aisle),5,1.0
minister,0f,8,1.0
of,aus_,2,2.0
the,cqucd,3,1.6667
central,,7,1.0
african,acc,7,0.7143
federation,teclesaties,10,0.6
",",wr~u,1,4.0
went,40,4,1.0
to,clecuess,2,4.0
chequers,ay,8,1.0
at,,2,1.0
northern,norlooc,8,0.625
rhodesia's,rlodqsia,10,0.4
future,0,6,1.0
.,ahvr,1,4.0
the,te_,3,0.6667
northern,nor|tesy,8,0.5
mr.,m,3,0.6667
iain,aim,4,0.5
macleod,macleod,7,0.0
",",1,1,1.0
the,ae,3,0.6667
colonial,_,8,1.0
secretary,colcmia,9,0.8889
",",|,1,1.0
in,lm,2,1.0
the,kh,3,0.6667
commons,tommbw,7,0.5714
last,larx,4,0.5
night,aqkz,5,1.0
that,that,4,0.0
there,the,5,0.4
have,hauc,4,0.5
central,yuutaal,7,0.5714
african,jcan,7,0.5714
federation,fedeiah,10,0.5
",",51,1,2.0
went,weae,4,0.5
to,ti9,2,1.0
chequers,ueta,8,0.75
mr.,n,3,1.0
iain,jum,4,1.0
macleod,jacleod,7,0.1429
",",",",1,0.0
the,the,3,0.0
colonial,lelovtl,8,0.625
secretary,"jeseterf,",9,0.6667
",",deued,1,5.0
denied,,6,1.0
future,futun,6,0.3333
.,.,1,0.0
the,jh,3,0.6667
northern,_foxhm,8,0.875
rhodesia,rkodeha,8,0.375
conference,xovteceuce,10,0.5
in,jm,2,1.0
been,beeu,4,0.25
secret,sec,6,0.5
negotiations,mcqoha,12,0.8333
on,y,2,1.0
the,ox,3,1.0
northern,ov,8,0.875
rhodesia's,the,10,0.8
and,qud,3,0.6667
the,{he,3,0.3333
dominion,co,8,0.875
party,vumbu,5,1.0
.,3etvty,1,6.0
but,.,3,1.0
representatives,jbud)rtuseulafvts,15,0.8
london,aovdou,6,0.5
has,ha,3,0.3333
been,becu,4,0.5
boycotted,boyeetted,9,0.2222
by,64,2,1.0
the,i,3,1.0
two,two,3,0.0
main,moum,4,0.75
settlers',hlblexs,9,0.6667
parties,bose,7,0.8571
-,f,1,1.0
the,luukd,3,1.6667
united,fedua?,6,1.0
federal,jbbs,7,1.0
party,,5,1.0
at,iez,2,1.5
the,th,3,0.3333
week-end,week,8,0.5
for,ed,3,1.0
talks,40,5,1.0
with,talhs,4,1.0
mr.,mtih,3,1.0
macmillan,jbs,9,1.0
.,_jlac,1,5.0
of,#,2,1.0
sir,jh,3,1.0
roy,jy,3,0.6667
welensky,ietyssk,8,0.625
",",4,1,1.0
prime,",",5,1.0
minister,jaucl,8,1.0
of,jumnte,2,3.0
the,%,3,1.0
he,hsaia,2,2.0
said,bl/ai,4,1.0
britain,had,7,0.8571
had,a,3,0.6667
an,oligalion,2,3.5
obligation,/ocomst,10,0.9
to,ahe,2,1.5
consult,fducu,7,0.8571
the,,3,1.0
federal,,7,1.0
refusing,rehuvng,8,0.375
to,k,2,1.0
sit,sik,3,0.3333
round,rumd,5,0.4
the,4he,3,0.3333
conference,bnbertnc,10,0.5
table,kab-l,5,0.6
.,,1,1.0
m,m,1,0.0
ps,ps,2,0.0
yesterday,wushurrlal:,9,0.8889
:,ih,1,2.0
"""",n,1,1.0
i,rnoulakt,1,8.0
have,ot,4,1.0
no,secrxk,2,3.0
knowledge,neopolialions,9,1.2222
of,_,2,1.0
secret,,6,1.0
negotiations,,12,1.0
.,,1,1.0
"""",,1,1.0
government,bbutmew}.,10,0.9
.,buk,1,3.0
but,ahx,3,1.0
the,himal,3,1.6667
final,duixtn,5,1.0
decision,vunhed,8,1.0
remained,wilh,8,0.875
with,ah,4,0.75
the,bikm,3,1.3333
british,,7,1.0
government,opvurmm},10,0.7
.,hr;,1,3.0
mr.,jamu,3,1.3333
james,"lallahun,babow's",5,2.8
callaghan,lolamial,9,0.6667
",",spokesman,1,9.0
labour's,,8,1.0
colonial,,8,1.0
spokesman,,9,1.0
",",,1,1.0
said,sad,4,0.25
sir,sr,3,0.3333
roy,rous,3,0.6667
had,iad,3,0.3333
no,nc,2,0.5
right,tiohl,5,0.6
to,4o,2,0.5
delay,dlolk,5,0.8
progress,ptocyrexs,8,0.5
in,^n,2,0.5
the,rne,3,0.6667
talks,jalls,5,0.4
by,ky,2,0.5
mr.,hr,3,0.6667
macleod,hackod,7,0.4286
was,wdhot,3,1.3333
not,al,3,1.0
at,a,2,0.5
the,wuk-end,3,2.0
week-end,iulng.,8,1.0
meeting,but,7,0.8571
.,hc,1,2.0
but,acld,3,1.3333
he,,2,1.0
told,,4,1.0
northern,norahem,8,0.375
rhodesia,rhokexia,8,0.25
is,u,2,1.0
a,0,1,1.0
member,memrr,6,0.3333
of,0,2,1.0
the,#,3,1.0
federation,fedralioh,10,0.3
.,,1,1.0
he,ae,2,0.5
said,saic,4,0.25
britain,bniai,7,0.4286
had,4,3,1.0
an,lao,2,1.0
obligation,cu,10,1.0
to,oblealle,2,4.0
consult,+0,7,1.0
the,ls,3,1.0
federal,feoqx|,7,0.7143
government,gousu,10,0.8
.,ueed,1,4.0
but,bu,3,0.3333
the,lus_,3,1.3333
final,a:xa,5,0.8
have,laur,4,0.75
no,_,2,1.0
knowledge,4o,9,0.8889
of,huowledar,2,4.0
secret,0f,6,1.0
negotiations,arcn,12,0.8333
.,|,1,1.0
"""",naoa'el'c@_,1,11.0
spokesman,ppobo__mcll,9,0.8889
",",saa,1,3.0
said,s~,4,0.75
sir,qo4,3,1.0
roy,haa,3,1.0
had,lo,3,1.0
no,n6w,2,1.0
right,,5,1.0
to,,2,1.0
mr.,mr,3,0.3333
james,joue,5,0.6
callaghan,<,9,1.0
",",cauaalc,1,7.0
labour's,labor,8,0.375
colonial,3,8,1.0
meeting,loql4:,7,1.0
.,bel,1,3.0
but,ks,3,1.0
he,kola,2,2.0
told,m,4,1.0
m,t,1,1.0
ps,",",2,1.0
yesterday,aealcad,9,0.7778
:,:,1,0.0
"""",4,1,1.0
i,,1,1.0
northern,norlaqu,8,0.625
rhodesia,rhoclqo,8,0.625
is,c,2,1.0
a,3,1,1.0
member,0,6,1.0
of,axe~bq,2,3.0
the,of,3,1.0
federation,ilq,10,0.9
.,_,1,1.0
decision,aqciel,8,0.75
remained,urluculura,8,1.125
with,sil,4,0.75
the,llr,3,1.0
british,boli4,7,0.7143
government,gooou,10,0.8
.,leasf,1,5.0
mr.,mr,3,0.3333
macleod,hac,7,0.7143
was,lod,3,1.0
not,was,3,1.0
at,aal,2,1.0
the,al,3,1.0
week-end,ls,8,1.0
delay,4elay,5,0.2
progress,pvo,8,0.75
in,&4q,2,1.5
the,0,3,1.0
talks,u,5,1.0
by,mxe_,2,2.0
refusing,talhs,8,0.875
to,to,2,0.0
sit,6i8,3,0.6667
round,vound,5,0.2
the,fle,3,0.6667
conference,_,10,1.0
table,ccu(qeu,5,1.2
.,qq_,1,3.0
the,hk,3,0.6667
federal,ledeval,7,0.2857
government,gobevnmnk,10,0.4
.,",",1,1.0
mr.,mr:,3,0.3333
james,james,5,0.0
callaghan,@llag,9,0.5556
",",ha,1,2.0
northern,norlherh,8,0.25
rhodesia,rhodesia,8,0.0
is,i5,2,0.5
a,^,1,1.0
member,memlev,6,0.3333
of,62,2,1.0
the,tk,3,0.6667
fede-,fede,5,0.2
said,saic,4,0.25
britain,kribin,7,0.4286
had,hod,3,0.3333
an,cn,2,0.5
obligation,sligakiol,10,0.4
to,k,2,1.0
consult,t,7,0.8571
refusing,refusiny,8,0.125
to,ro,2,0.5
sit,sik,3,0.3333
round,rouna,5,0.2
the,kk,3,1.0
conference,coh,10,0.8
table,peven,5,1.0
.,&,1,1.0
have,uvc,4,0.75
no,ho,2,0.5
knowledge,vnolskdse,9,0.5556
of,o,2,0.5
secret,sccveh,6,0.5
negotiations,njotaki,12,0.5833
.,on).,1,3.0
"""",li,1,2.0
he,he,2,0.0
labour's,luboorl,8,0.5
colonial,$,8,1.0
spokesman,glowi,9,0.8889
",",6&,1,2.0
said,sp,4,0.75
sir,ksmah,3,1.3333
roy,1,3,1.0
had,21e(,3,1.3333
no,mo,2,0.5
right,viahr,5,0.6
to,to,2,0.0
delay,ealax,5,0.6
progress,prog,8,0.5
in,ve,2,1.0
the,s$,3,1.0
talks,in,5,1.0
by,h,2,1.0
ration,va,6,0.8333
.,kion,1,4.0
mr.,mr,3,0.3333
macleod,mac,7,0.5714
was,leed,3,1.3333
not,wa,3,1.0
at,},2,1.0
the,mof,3,1.0
week-end,ak,8,0.875
meeting,mee,7,0.5714
.,kna,1,3.0
but,bul,3,0.3333
he,he,2,0.0
told,toll,4,0.25
m,om,1,1.0
ps,p,2,0.5
yesterday,yeslerday,9,0.1111
:,:,1,0.0
"""",,1,1.0
i,,1,1.0
negotiations,hegotatio,12,0.3333
with,h),4,1.0
sir,~ilh,3,1.0
roy's,^,5,1.0
representative,poed,14,0.8571
",",9,1,1.0
sent,nent,4,0.25
from,krom,4,0.25
the,the,3,0.0
government,itpvernient,10,0.4
were,wene,4,0.25
"""",k(,1,2.0
unsatisfac-,unaticac,11,0.3636
mr.,m,3,0.6667
julius,muus,6,0.5
greenfield,lteenheld,10,0.4
.,he,1,2.0
he,lna,2,1.5
was,at,3,0.6667
at,cle,2,1.5
che-,,4,1.0
day,laca,3,1.0
called,called,6,0.0
on,oul,2,1.0
mr.,w,3,1.0
macmillan,",",9,1.0
to,macmillaw,2,4.5
cease,to,5,1.0
his,cean,3,1.3333
tory,ttov^,4,0.75
.,arcan,1,5.0
"""",dlesatyo,1,8.0
african,to,7,1.0
delegates,(,9,1.0
to,0,2,1.0
the,tl,3,0.6667
talks,talles,5,0.4
yester-,yerok,7,0.7143
parties,paxto,7,0.5714
had,haa,3,0.3333
refused,~hued,7,0.5714
to,to,2,0.0
attend,attenol,6,0.3333
the,t,3,0.6667
talks,tlks,5,0.2
mr.,m,3,0.6667
macleod,macleod,7,0.0
thought,thouxt,7,0.2857
the,the,3,0.0
two,twmo,3,0.3333
rhodesian,rlodia,9,0.4444
sir,kw,3,1.0
roy's,roy,5,0.4
federal,~,7,1.0
government,tederl,10,0.8
in,ltuerhmewk,2,5.0
the,m,3,1.0
regarded,teqareal,8,0.625
with,hb,4,1.0
"""",i(,1,2.0
growing,iowin4,7,0.4286
anger,ax,5,0.8
"""",~,1,1.0
the,me,3,0.6667
"""",4,1,1.0
gross,,5,1.0
and,ax,3,0.6667
unconstitutional,uncontltutio,16,0.3125
"""",hal,1,3.0
interference,l,12,1.0
by,antu,2,2.0
quers,quec?,5,0.4
last,la,4,0.5
week-end,a,8,1.0
.,heel-eua,1,8.0
they,the,4,0.25
said,mald,4,0.5
they,xhey,4,0.25
because,becauoe,7,0.1429
sir,m(,3,1.0
roy,poy,3,0.3333
had,haol,3,0.6667
found,(ound,5,0.2
messages,ex,8,0.875
talks,talko,5,0.2
.,,1,1.0
interference,"""kface",12,0.75
by,by,2,0.0
sir,s},3,0.6667
roy's,lv's,5,0.6
federal,flsl,7,0.7143
government,gnnbf,10,0.8
in,x!ke,2,2.0
the,ells,3,1.3333
talks,,5,1.0
.,,1,1.0
had,aa,3,0.6667
found,faxl,5,0.8
messages,ie,8,0.875
sent,ssu,4,0.75
from,'ys,4,1.0
the,sut,3,1.0
government,fn,10,0.9
were,le,4,0.75
at,a/,2,0.5
chequers,(kqw>,8,0.875
last,l/,4,0.75
week-end,wee/-&x7,8,0.5
.,",",1,1.0
they,tky,4,0.5
said,scd,4,0.5
they,iky,4,0.75
regarded,"""r5a42",8,0.875
called,calld,6,0.1667
on,on,2,0.0
mr.,mv,3,0.6667
macmillan,mcc,9,0.7778
to,it,2,1.0
cease,ilu,5,1.0
his,to,3,1.0
negotiations,leop,12,0.8333
with,ws,4,0.75
had,aed,3,0.6667
refused,kl,7,1.0
to,{se,2,1.5
attend,d,6,0.8333
the,to,3,0.6667
talks,alk/,5,0.4
because,lk,7,1.0
sir,ulks,3,1.3333
roy,kxcous,3,1.6667
with,wil,4,0.5
"""",jialr),1,6.0
growing,anq,7,0.8571
anger,u(,5,1.0
"""",zk,1,2.0
the,4,3,1.0
gross,yo,5,0.8
and,sc,3,1.0
unconstitutional,g,16,1.0
"""",un,1,2.0
"""","""ua",1,2.0
unsatisfactory,"sakskcky""",14,0.7143
.,abct,1,4.0
"""",klsaks,1,6.0
african,to,7,1.0
delegates,le,9,0.7778
to,ests,2,1.5
the,"ysk,",3,1.3333
talks,jay,5,0.8
yesterday,,9,1.0
mr.,my,3,0.6667
macleod,",",7,1.0
thought,mle,7,1.0
the,t,3,0.6667
two,4,3,1.0
rhodesian,4k,9,1.0
parties,awo,7,0.8571
sir,s},3,0.6667
roy's,kys,5,0.6
representative,#ltsa,14,0.8571
",","hfve,",1,4.0
mr.,1,3,1.0
julius,m.,6,1.0
greenfield,jlus,10,1.0
.,gea,1,3.0
he,fu,2,1.0
was,",",3,1.0
racial,tdcel,6,0.6667
discrimination,clcluunaeay,14,0.7857
in,xia,2,1.0
government,orveuwest,10,0.6
defended,l.6,8,1.0
the,(,3,1.0
appointment,he,11,0.9091
of,a/pan,2,2.5
a,lwul,1,4.0
negro,d,5,1.0
as,&,2,1.0
strong,n,6,0.8333
opposition,kaud,10,1.0
from,sttala,4,1.5
the,kaw,3,1.0
anti-negro,h,10,1.0
his,l,3,1.0
housing,hiul,7,0.7143
minister,kuuzle:,8,0.875
.,44,1,2.0
it,{na,2,1.5
has,(keullecl,3,3.0
aroused,,7,1.0
and,duxcl,3,1.6667
state,fake,5,0.6
housing,huwuxl,7,0.7143
projects,bveqeck.,8,0.75
.,,1,1.0
informal,kkamal,8,0.625
talks,jalla,5,0.6
at,&h,2,1.0
lancaster,luuncnk,9,0.7778
house,hour,5,0.4
will,wl,4,0.5
b.kaufmann,laxskuas,10,0.9
senators,felc,8,0.875
of,.,2,1.0
the,ix,3,1.0
deep,c,4,1.0
south,hv,5,1.0
.,ll,1,2.0
the,"jaull,",3,2.0
negro,vhe,5,1.0
resume,ixauune,6,0.8333
today,jalc,5,1.0
.,pinckel,1,7.0
president,leuec,9,0.7778
kennedy,61,7,1.0
today,tolay1,5,0.4
is,m,2,1.0
mr.,kb,3,1.0
robert,.,6,1.0
weaver,kel[,6,0.8333
of,wecn,2,2.0
new,~,3,1.0
york,4,4,1.0
.,kew,1,3.0
one,uli,3,1.0
of,lu,2,1.0
his,fck,3,1.0
tasks,lcll,5,1.0
will,l,4,0.75
be,h,2,1.0
to,fee,2,1.5
see,khett,3,1.3333
there,a),5,1.0
is,uc^,2,1.5
no,,2,1.0
deep,desp,4,0.25
south,saula,5,0.6
.,tlo,1,3.0
the,_,3,1.0
negro,lqcvo,5,0.8
is,ar,2,1.0
mr.,rabosl,3,2.0
robert,,6,1.0
#,,1,1.0
weaver,ljqaurs,6,1.0
of,0f,2,0.5
new,neln,3,0.6667
york,wrh_,4,1.0
.,gue,1,3.0
one,_,3,1.0
of,4,2,1.0
his,lo,3,1.0
tasks,ialho,5,0.8
will,wiu,4,0.5
in,gourarl,2,3.5
government,c,10,1.0
and,6,3,1.0
state,sk,5,0.8
housing,ctr,7,1.0
his,l4o,3,1.0
housing,hau`~9,7,0.7143
minister,auui&s,8,0.875
.,4aa,1,3.0
it,arouara,2,3.5
has,jhlnca,3,1.6667
aroused,,7,1.0
strong,,6,1.0
defended,dq,8,0.875
the,lenolec,3,2.0
appointment,ao,11,0.8182
of,_,2,1.0
a,appcaalurht,1,10.0
negro,04,5,1.0
as,a,2,0.5
projects,p,8,0.875
.,v40k3,1,5.0
opposition,oppos,10,0.5
from,icm,4,0.75
the,gau,3,1.0
anti-negro,lo,10,0.9
senators,_,8,1.0
of,cush,2,2.0
the,~,3,1.0
informal,hdoruic|,8,0.875
talks,+alll),5,0.8
at,al,2,0.5
lancaster,laucasles,9,0.3333
house,hcuve,5,0.4
will,ll,4,0.5
resume,mqoulo,6,0.8333
today,_,5,1.0
.,4oolan,1,6.0
president,.,9,1.0
kennedy,presdent,7,0.8571
today,vennby,5,1.0
be,2,2,1.0
to,lo,2,0.5
see,30,3,1.0
there,_,5,1.0
is,floe_,2,2.5
no,1,2,1.0
racial,uo,6,1.0
discrimination,vadial,14,0.8571
the,tk,3,0.6667
appointment,0,11,1.0
of,'ypak4,2,3.0
a,k,1,1.0
negro,%,5,1.0
as,^,2,1.0
his,ns?,3,1.0
housing,0,7,1.0
minister,$,8,1.0
.,ls,1,2.0
senators,sena,8,0.5
of,ts,2,1.0
the,of,3,1.0
deep,|,4,1.0
south,vep,5,1.0
.,souk,1,4.0
the,",",3,1.0
negro,tk,5,1.0
is,hadro,2,2.5
mr.,1),3,1.0
will,wll,4,0.25
be,ke,2,0.5
to,t0,2,0.5
see,see,3,0.0
there,ize,5,0.8
is,1$,2,1.0
no,ho,2,0.5
racial,recinl,6,0.3333
discrimination,"&,snmhht-",14,0.7857
in,ih,2,0.5
government,gxeozj,10,0.8
and,ak,3,0.6667
state,shke,5,0.6
housing,"h""s""",7,0.7143
projects,yrjeds,8,0.5
.,,1,1.0
today,toloy:,5,0.6
.,plesl,1,5.0
president,oent,9,0.6667
kennedy,kenneoy,7,0.1429
today,lay,5,0.6
defended,lf4,8,0.875
it,has,2,1.5
has,oronyd,3,2.0
aroused,ston,7,0.8571
strong,opmhtn,6,1.0
opposition,fon,10,0.8
from,ve,4,1.0
the,6nh_wayd,3,2.3333
anti-negro,,10,1.0
informal,kcv,8,1.0
talks,he,5,1.0
at,ells,2,2.0
lancaster,0,9,1.0
house,"loncask,",5,1.2
will,hlo-x,4,1.25
resume,vil,6,1.0
robert,lobz{,6,0.6667
weaver,weavu,6,0.3333
of,ef,2,0.5
new,nwv,3,0.6667
york,yctc,4,0.75
.,ox,1,2.0
one,%f,3,1.0
of,k5,2,1.0
his,fshs,3,1.0
tasks,,5,1.0
that,hal,4,0.5
weaver,utcues,6,0.8333
once,4,4,1.0
had,tel,3,1.0
communist,lccc(,9,1.0
affiliations,cuuuuul,12,1.0
.,~f,1,2.0
by,l,2,1.0
another,allx,7,0.8571
southern,lulhuu,8,0.75
senator,jxth:,7,0.8571
-,wlb,1,3.0
willis,kkab;,6,1.0
robertson,,9,1.0
",",,1,1.0
off,h{,3,1.0
the,he,3,0.3333
opposition,cybaubu,10,1.0
by,11,2,1.0
telling,klwc),7,0.8571
a,((,1,2.0
television,kg,10,1.0
of,~,2,1.0
virginia,(juy,8,1.0
-,la,1,2.0
met,iel,3,0.6667
today,#ale,5,1.0
in,u,2,1.0
closed,c,6,0.8333
session,leutcc/,7,0.8571
audience,m-lie,8,0.75
it,ice,2,1.0
was,~lwtu,3,1.3333
"""",v,1,1.0
current,ceueedl,7,0.7143
washington,lluluvid,10,1.0
gossip,lau,6,1.0
"""",4au,1,3.0
robertson,k6xbuu,9,1.0
later,k,5,1.0
disclosed,lcgwcl,9,0.8889
he,hu,2,0.5
had,hxcl,3,1.0
sent,ncla,4,1.0
a,ukc,1,3.0
letter,,6,1.0
to,k,2,1.0
mr.,h.leuelq,3,2.6667
kennedy,n*411,7,0.8571
saying,h,6,1.0
he,iotc(,2,2.5
had,teoiec/,3,2.3333
received,elkal,8,0.875
several,,7,1.0
complaints,celvy,10,0.8
about,"laixg""",5,1.0
weaver's,alc/,8,0.875
loyalty,(eeute,7,0.8571
.,7,1,1.0
to,k,2,1.0
discuss,clucuv,7,0.7143
weaver's,wecue^3,8,0.625
appointment,xheunlxuk,11,0.9091
.,sune,1,4.0
senator,lan,7,0.8571
senator,lek,7,0.8571
allen,(ukn,5,0.8
ellender,uebl,8,0.875
of,%,2,1.0
louisiana,luiava,9,0.4444
sparked,apculacl,7,1.0
the,tlu,3,0.6667
senate,feuccl,6,0.8333
banking,bculu,7,0.8571
committee,cuuulu,9,0.8889
",",lig,1,3.0
which,1,5,1.0
is,kaela(,2,3.0
headed,,6,1.0
discuss,aocu6),7,0.7143
weaver's,laate>,8,0.75
appointment,3,11,1.0
.,appeii,1,6.0
senator,ueact,7,0.7143
virginia,ireiula,8,0.5
-,r,1,1.0
met,soa,3,1.0
today,#oolccu,5,1.2
in,cloeeak,2,3.5
closed,300bi,6,1.0
session,cl,7,1.0
to,,2,1.0
southern,cexkao)u,8,1.0
senator,sseuac,7,0.7143
-,~,1,1.0
willis,liuiels,6,0.8333
robertson,"""rolssjo",9,0.7778
",",04,1,2.0
of,,2,1.0
committee,ceuxhbeo,9,0.7778
",",_,1,1.0
which,(,5,1.0
is,wlcs,2,1.5
headed,1,6,1.0
by,lqadecl,2,3.5
another,b6,7,1.0
robertson,ragosloow,9,0.7778
later,(atos,5,0.6
disclosed,aisclcero,9,0.5556
he,le,2,0.5
had,kaa,3,0.6667
sent,3ru1,4,1.0
a,0,1,1.0
letter,lqllo,6,0.8333
to,+o,2,0.5
mr.,mr,3,0.3333
kennedy,vouaoy,7,0.8571
saying,pa44^,6,0.8333
he,9,2,1.0
had,le_,3,1.0
received,uac,8,0.875
washington,wla-lia,10,0.8
gossip,~o,6,0.8333
"""",ao,1,2.0
that,o'p,4,1.0
weaver,aad,6,0.8333
once,lccue),4,1.0
had,olcq,3,1.3333
communist,ccnuuunis,9,0.5556
affiliations,afiuc,12,0.75
.,feo,1,3.0
the,te_,3,0.6667
senate,seuede,6,0.5
banking,_,7,1.0
senator,seualor,7,0.2857
allen,le,5,0.6
ellender,~,8,1.0
",",eleaclq),1,8.0
of,04,2,1.0
louisiana,lousiaxa,9,0.2222
",",,1,1.0
television,lelebisiey,10,0.4
audience,audi,8,0.5
it,@cq_,2,2.0
was,la^,3,0.6667
"""",4,1,1.0
current,cuvv@lt,7,0.5714
sparked,opcv,7,0.8571
off,hea,3,1.0
the,04,3,1.0
opposition,luq,10,1.0
by,_,2,1.0
telling,rpo'f',7,1.0
a,0a,1,1.0
willis,w,6,0.8333
robertson,:,9,1.0
",",uio,1,3.0
of,raloslx~'),2,4.5
virginia,0,8,1.0
-,dirs',1,5.0
met,u,3,1.0
today,m,5,1.0
in,uot,2,1.5
letter,mo,6,1.0
to,+0,2,1.0
mr.,mv,3,0.6667
kennedy,.,7,1.0
saying,veunede,6,1.1667
he,~aly,2,2.0
had,lq,3,1.0
received,uaa,8,1.0
several,nceloeo,7,1.0
gossip,a,6,1.0
"""",c3i0,1,4.0
that,4,4,1.0
weaver,hu,6,1.0
once,&t,4,1.0
had,weavr,3,1.3333
communist,ocq,9,0.8889
affilia-,_,8,1.0
complaints,ccuplcuh,10,0.7
about,alcuut,5,0.6
weaver's,hea,8,0.75
loyalty,&0,7,1.0
.,0,1,1.0
senator,seual,7,0.5714
allen,&,5,1.0
ellender,alex,8,0.75
",",oulescoc,1,8.0
of,ox,2,0.5
louisiana,loutei,9,0.5556
",",aua,1,3.0
senator,seuale,7,0.5714
robertson,(,9,1.0
later,"""pobeiu",5,1.2
disclosed,lace,9,0.7778
he,di,2,1.0
had,oclcseoi,3,2.6667
sent,lq,4,1.0
a,lad,1,2.0
closed,clcseol,6,0.5
session,3046l1,7,1.0
to,+o,2,0.5
discuss,dijcl3j,7,0.5714
weaver's,wewer,8,0.5
appointment,_,11,1.0
.,appw,1,4.0
tions,kew,5,1.0
.,te,1,2.0
the,ceuale,3,1.6667
senate,bal<,6,0.8333
banking,qouiuuheq_,7,1.4286
committee,wl',9,1.0
",",&,1,1.0
which,,5,1.0
is,lecaoc,2,3.0
headed,by,6,1.0
by,ax,2,1.0
another,c,7,1.0
