index,ground_truth,ocr_output,cer
375,debt to America . United States officials,debt to America . United States officials,0.0
376,"next week . A big slice of Germany's "" aid ""","next week . A big slice of Germany's "" aid """,0.0
377,quickly point out that this is money due,quickly point out that this is money due,0.0
378,this is money due to America anyway .,this is money due to America anyway .,0.0
379,"German Foreign Minister , who is due in","German Foreign Minister , who is due in",0.0
380,Washington next week . A big slice of,Washington next week . A big slice of,0.0
381,"level than in the past "" might be useful .","level than in the past "" might be "" useful .",0.0476
382,The President will probably discuss the,The President will probably discuss the,0.0
383,States officials quickly point out that,States officials quickly point out that,0.0
384,"Germany's "" aid "" is the early payment","Germany's "" aid "" is the early payment",0.0
385,of a 210million debt to America . United,of a 210million debt to America . United,0.0
386,"problem with Dr. Brentano , the West","problem with Dr. Brentano , the West",0.0
387,"But he said discussions "" on a higher","But he said discussions "" on a higher",0.0
388,flatly rejected attempts by the Eisenhower,flatly rejected attempts by the Eisenhower,0.0
389,And they are unimpressed by the Germans' claim,And they are unimpressed by the Germans' claim,0.0
390,that they cannot pay more than 357million,that they cannot pay more than 357million,0.0
391,or for the present . The Adenauer Government,or for the present . The Adenauer Government,0.0
392,without upsetting their own economy . The,without upsetting their own economy . The,0.0
393,sum towards the cost of keeping American,sum towards the cost of keeping American,0.0
394,Government to get them to pay a regular,Government to get them to pay a regular,0.0
395,good and is not paying for the past,good and is not paying for the past,0.0
396,Americans say Germany is having it too,Americans say Germany is having it too,0.0
397,troops in Germany .,troops in Germany .,0.0
398,answer is the once-and-for-all cash,answer is the once-and-for-all cash,0.0
399,West German Government . It will now have,West German Government . It will now have,0.0
400,to pay more - and increase taxation to do,to pay more - and increase taxation to do,0.0
401,the new American administration .,the new American administration .,0.0
402,rejection of it is a painful blow to the,rejection of it is a painful blow to the,0.0
403,so - or run the obvious # risks in upsetting,so - or run the obvious # risks in upsetting,0.0
404,America's dollar reserves . Dr. Adenauer's,America's dollar reserves . Dr. Adenauer's,0.0
405,offer of 357million . President Kennedy's,offer of 357million . President Kennedy's,0.0
406,These support costs are a big drain on,These support costs are a big drain on,0.0
407,West German Government . It will now have to pay,West German Government . It will now have to pay,0.0
408,dollar reserves . Dr. Adenauer's answer is the,dollar reserves . Dr. Adenauer's answer is the,0.0
409,run the obvious risks in upsetting the new,run the obvious risks in upsetting the new,0.0
410,Kennedy's rejection of it is a painful blow to the,Kennedy's rejection of it is a painful blow to the,0.0
411,American administration .,American administration .,0.0
412,These support costs are a big drain on America's,These support costs are a big drain on America's,0.0
413,more - and increase taxation to do so - or,more - and increase taxation to do so - or,0.0
414,once-and-for-all cash offer of 357million . President,once-and-for-all cash offer of 357million . President,0.0
415,was waiting for his senior military,was waiting for his senior military,0.0
416,spot . Joyce Egginton cables : President,spot . Joyce Egginton cables : President,0.0
417,Kennedy at his Washington Press con-,Kennedy at his Washington Press con-,0.0
418,ference admitted he did not know,ference admitted he did not know,0.0
419,February 20 .,"February 20 ,",0.0769
420,whether America was lagging behind,whether America was lagging behind,0.0
421,"And , since this is election year in West","And , since this is election year in West",0.0
422,aides to come up with the answer on,aides to come up with the answer on,0.0
423,Russia in missile power . He said he,Russia in missile power . He said he,0.0
424,"Germany , Dr. Adenauer is in a tough","Germany , Dr. Adenauer is in a tough",0.0
425,"And , since this is election year in West","And , since this is election year in West",0.0
426,lagging behind Russia in missile power .,lagging behind Russia in missile power .,0.0
427,"Germany , Dr. Adenauer is in a tough spot .","Germany , Dr. Adenauer is in a tough spot .",0.0
428,he did not know whether America was,he did not know whether America was,0.0
429,at his Washington Press conference admitted,at his Washington Press conference admitted,0.0
430,Joyce Egginton cables : President Kennedy,Joyce Egginton cables : President Kennedy,0.0
431,He said he was waiting for his senior,He said he was waiting for his senior,0.0
432,military aides to come up with the answer,military aides to come up with the answer,0.0
433,on February 20 .,on February 20 .,0.0
434,in personality last night dominated,in personality last night dominated,0.0
435,CHILDREN TWO men who are poles apart,CHILDREN TWO men who are poles apart,0.0
436,slackness in the Eisenhower Administration,slackness in the Eisenhower Administration,0.0
437,This surprising statement was a sharp about-,This surprising statement was a sharp about-,0.0
438,did his best to avoid giving Pressmen,did his best to avoid giving Pressmen,0.0
439,in nuclear development . President Kennedy,in nuclear development . President Kennedy,0.0
440,had caused America to lag behind Russia,had caused America to lag behind Russia,0.0
441,face from his warnings during the,face from his warnings during the,0.0
442,Presidential election campaign . He claimed,Presidential election campaign . He claimed,0.0
443,a direct answer . George Brown,a direct answer . George Brown,0.0
444,"Mr. Brown , passionate and warm-hearted , led","Mr. Brown , passionate and warm-hearted , led",0.0
445,always come first .,always come first .,0.0
446,issue behind the Health Service ; the other,issue behind the Health Service ; the other,0.0
447,tried to show that the balance-sheet must,tried to show that the balance-sheet must,0.0
448,to angry uproar . One dealt with the human,to angry uproar . One dealt with the human,0.0
449,ment - and ended by inciting Labour M Ps,ment - and ended by inciting Labour MPs,0.025
450,"unemotional , replied with a statistical state-","unemotional , replied with a statistical state-",0.0
451,"charges . Mr. Powell , white-faced and outwardly","charges . Mr. Powell , white-faced and outwardly",0.0
452,Labour's attack on the higher health,Labour's attack on the higher health,0.0
453,statistical statement - and ended by inciting,statistical statement - and ended by inciting,0.0
454,balance-sheet must always come first .,balance-sheet must always come first .,0.0
455,"charges . Mr. Powell , white-faced and","charges . Mr. Powell , white-faced and",0.0
456,with the human issue behind the Health,with the human issue behind the Health,0.0
457,Service ; the other tried to show that the,Service ; the other tried to show that the,0.0
458,"outwardly unemotional , replied with a","outwardly unemotional , replied with a",0.0
459,Labour M Ps to angry uproar . One dealt,Labour MPs to angry uproar . One dealt,0.0256
460,"Mr. Brown , passionate and warm-hearted ,","Mr. Brown , passionate and warm-hearted ,",0.0
461,led Labour's attack on the higher health,led Labour's attack on the higher health,0.0
462,people far beyond the ranks of Labour,people far beyond the ranks of Labour,0.0
463,""" undermining the Health Service "" and",""" undermining the Health Service "" and",0.0
464,censure motion on the Government for,censure motion on the Government for,0.0
465,The result of the vote was not in,The result of the vote was not in,0.0
466,able to bear them . Mr. Brown,able to bear them . Mr. Brown,0.0
467,doubt . For the Tories were massed,doubt . For the Tories were massed,0.0
468,was monstrous . It had offended many,was monstrous . It had offended many,0.0
469,placing heavy burdens on those least,placing heavy burdens on those least,0.0
470,declared that the policy under censure,declared that the policy under censure,0.0
471,in answer to their whips to defeat a,in answer to their whips to defeat a,0.0
472,supporters .,supporters .,0.0
473,For the Tories were massed in answer to,For the Tories were massed in answer to,0.0
474,many people far beyond the ranks of,many people far beyond the ranks of,0.0
475,The result of the vote was not in doubt .,The result of the vote was not in doubt .,0.0
476,"on the Government for "" undermining the","on the Government for "" undermining the",0.0
477,Brown declared that the policy under,Brown declared that the policy under,0.0
478,censure was monstrous . It had offended,censure was monstrous . It had offended,0.0
479,Labour supporters .,Labour supporters .,0.0
480,on those least able to bear them . Mr.,on those least able to bear them . Mr.,0.0
481,their whips to defeat a censure motion,their whips to defeat a censure motion,0.0
482,"Health Service "" and placing heavy burdens","Health Service "" and placing heavy burdens",0.0
483,this letter which Mr. Gaitskell had received :,this letter which Mr. Gaitskell had received :,0.0
484,whole principle of the State service and,whole principle of the State service and,0.0
485,by my party's proposal to prostitute the,by my party's proposal to prostitute the,0.0
486,"has practised medicine for 43 years , chiefly","has practised medicine for 43 years , chiefly",0.0
487,Conservative . I am horrified and amazed,Conservative . I am horrified and amazed,0.0
488,"The Press , many doctors and public were","The Press , many doctors and public were",0.0
489,to render that service a hardship to poor,to render that service a hardship to poor,0.0
