index,ground_truth,ocr_output,cer
308,has to pass Mr. Weaver's nomination before it,Los ¢0 prco Mr. Weave s uaninaker bQtonQ it,0.4444
309,"he would perform "" outstanding service ""","Aa UXOWALOCK e2d Ferm , ou sharndung aey ui cr ’",0.725
310,alleged association with organisations black-,,1.0
311,listed by the Government . Immediately Mr.,KWPIRA By Me Gove tk. Luredsotly Ho.,0.5476
312,He said these concerned Mr. Weaver's,"Me scricwK Maer, COMCOS4RON =60 Ma. Weaues a",0.8056
313,saying the Federal Bureau of Investigation had,,1.0
314,Kennedy rushed a letter to Senator Robertson,Kore dir VUsLAr a MQ $& Srualer © Rabatoou,0.6818
315,reported on Mr. Weaver . He believed,y2QpentAcd gr Mr. Weave. Ue lbeiuever,0.4444
316,can be considered by the full Senate .,Can Qoe_ CAnsichoe2aA oy ran. pull Couch.,0.6579
317,in his post . Senator Robertson's committee,,1.0
318,association with organisations black-listed by the,,1.0
319,nomination before it can be considered by the,teerunubt. bofepe 2 Lar. he panptereA ty Phe,0.6
320,committee has to pass Mr. Weaver's,,1.0
321,full Senate .,,1.0
322,of Investigation had reported on Mr. Weaver .,"of Arepbigdtion food reprrled gr, Mir. Mower",0.4667
323,He said these concerned Mr. Weaver's alleged,,1.0
324,"He believed he would perform "" outstanding",He belvoveA be tnenl perform. “ eadeboshe,0.5238
325,Government . Immediately Mr. Kennedy rushed a letter,fpsrermements - Partredishly Mee Uastchy gsbed a hits,0.6154
326,to Senator Robertson saying the Federal Bureau,,1.0
327,"service "" in his post . Senator Robertson's",device” cn tea tek atedee Abedin.,0.6512
328,mention personal talks with Dr.,heen pty peed Jilly wh >,0.6774
329,over West Germany's cash offer to help,awe Wal Jermaug 5s cash ipfe to Auf,0.4737
330,Germany to pay more . He did not,fpowany 10 pay sree. he ddl wk,0.4688
331,not good enough . And he indicated,,1.0
332,day that the offer - 357million - was,Hay teal fre offer - SSP mulling - Wee,0.4054
333,He said bluntly in Washington yester-,"fe 20d) Van fh,» blair pele: -",0.7568
334,"Adenauer , the West German Chancellor .","Aer ance, fee bad Jonny hance ll",0.641
335,America's balance of payments position .,A bectea? Aalaw oe o [ay reaB Pitien |,0.575
336,PRESIDENT KENNEDY is ready to get tough,Jrtatdee? kimnety « Hacky fo fer Youpk,0.7179
337,that his Government would try to get,,1.0
338,And he indicated that his Government,he «=o uk called byok big Govonnadt,0.6389
339,PRESIDENT KENNEDY is ready to get tough,PRESVWDEDT KENVEDT Ww veady bo ag hough,0.3333
340,would try to get Germany to pay more . He,Woolas oe Lo qty Geruicuy +o pP2aAN moe . Mo,0.561
341,America's balance of payments position . He,hae Sica s Boouce_ oy Por “Qurk o Pom nWncu . Lig.,0.814
342,over West Germany's cash offer to help,ave Wagr Go mauy'! coor oles to Walp,0.4474
343,said bluntly in Washington yesterday that,SOLAN DLQthy LW Wao glen qeelD Aay Prat,0.6341
344,"Adenauer , the West German Chancellor .","PA GIALT , bMA.o WIG GQermnax CharcoUuor,",0.641
345,the offer - 357million - was not good enough .,bo ofies - 8549 uulUloy - UdnKXo LO GOON Mong.,0.6739
346,did not mention personal talks with Dr.,Bio  vusk wontron pospouah tatlyg wth Dr.,0.4872
347,help America's balance of payments position,,1.0
348,tough over West Germany's cash offer to,"feral, aver Mot fpimnny'g cae Gor fr",0.5897
349,"talks with Dr. Adenauer , the West","Aabhes arb, Tp. lessee, thy plot",0.6176
350,Government would try to get Germany to,"frrecrmanl atbh fry Argh fermery, te",0.6053
351,He said bluntly in Washington yesterday,,1.0
352,pay more . He did not mention personal,"pay, tere. Le ded taf natbitn perarah",0.4737
353,German Chancellor .,fernan Cbapedbor,0.4737
354,PRESIDENT KENNEDY is ready to get,[BES (D EWI KENNEDY on tees A> get,0.4545
355,that the offer - 357million - was not good,Mak 4h offer — 354 widen ~ 002 tu geoff,0.5476
356,enough . And he indicated that his,,1.0
357,due in Washington next week . A big,"plat Wshon stn Mart weet, te",0.6286
358,useful . The President will probably,Wri. The /etnolas dd prebeby,0.6111
359,anyway .,,1.0
360,United States officials quickly point out,faite bbe iffeciah quickly poeah taf,0.439
361,"discuss the problem with Dr. Brentano ,",tha tow te poet bees whe D Breatano Y,0.5385
362,payment of a 210million debt to America .,fey Mtat of a Ld milltr My vo Aniids,0.5854
363,"level than in the past "" might be",Mere Kaw fet pork wighl Ae,0.5758
364,"But he said discussions "" on a higher","Bef te ancl daa cwsiltoee 1 ¢ hile,",0.6216
365,"slice of Germany's "" aid "" # is the early","he of fer mang feel"" gc he try",0.561
366,"the West German Foreign Minister , who is","fee Wed fermen Forty Mbnidter, he w",0.4146
367,that this is money due to America,Mal thee 6 money tue fo Amtsita,0.3636
368,to America anyway .,a Wrst ocr OU UD CAN :,1.0
369,"But he said discussions "" on a higher",Buk VQ SOU OAD Cae cra n aun LAGhos,0.7568
370,"Foreign Minister , who is due in Washington","Fawr en guy Muusres , WK wo che we Were lr ghar,",0.7442
371,is the early payment of a 210million,Le Ware aasr by Posed ot ~” 2AC niieg Nhe eee,0.9167
372,The President will probably discuss the,The © Pte+ este wo pyaba bug ollie aren Mig,0.7179
373,"problem with Dr. Brentano , the West German",pve err vou “Dr. ~ Baerhoro : Hug Weg Gesucr,0.6512
374,"level than in the past "" might be useful .",ves bear wo be poate - wr Gtr Se neha |,0.619
375,debt to America . United States officials,Agee tq huerica. UekedK Chotes olbicials,0.4146
376,"next week . A big slice of Germany's "" aid """,UD bAR usage . k Lng sucs_ of GPT wi cry’ s | ich”,0.75
377,quickly point out that this is money due,Owac bly pout outs hak uis vo VLOMeA CO,0.55
378,this is money due to America anyway .,LLi5 ati aia i AWoncr a,0.7568
379,"German Foreign Minister , who is due in","Gerucarn Keareage. Mewsther, este is clue 2",0.5641
380,Washington next week . A big slice of,Aas trig ke. ana A ho slace of,0.5676
381,"level than in the past "" might be useful .",Level Kae 0 Hes post ® wai ght be usefel,0.4048
382,The President will probably discuss the,hep if ioe doe wd sll prokoky oliscuss Ka,0.5897
383,States officials quickly point out that,,1.0
384,"Germany's "" aid "" is the early payment",Peruaays “mack is fle 201% mega,0.5789
385,of a 210million debt to America . United,of JMG sists sldlanaas dab re Ce : Uuteol,0.775
386,"problem with Dr. Brentano , the West","pote. Age er Brentewe, Hs. Bes",0.5278
387,"But he said discussions "" on a higher","Bef he Souol Pie DS ""Oh —-",0.7568
388,flatly rejected attempts by the Eisenhower,Pode Me cheK OACW PKS by be Cisen hows,0.5952
389,And they are unimpressed by the Germans' claim,wen Marea OR Uiu pressed by Me_ Geowracus - claw.,0.5652
390,that they cannot pay more than 357million,buat. thon Connor PAM UOHR Vea SS} nuWicey,0.6829
391,or for the present . The Adenauer Government,ar doe bee ptenrk. The Aoteranem Govd®duuol,0.5
392,without upsetting their own economy . The,as Wh ous wp 22a Huei OWH eCOmomm. The,0.6098
393,sum towards the cost of keeping American,DUM. Sovoarads Mug COn*- ot barons a prrencan,0.725
394,Government to get them to pay a regular,GootmMumentk do geke Mew fo pay a qulas,0.4359
395,good and is not paying for the past,"QOH, an dv < uo Poy =o, foc a poo",0.6571
396,Americans say Germany is having it too,Puen Cer Oo DOW) GIRS rcesey en havin o ‘Ue +00,0.8421
397,troops in Germany .,WoOPS ww GE TMA CAMA,0.8947
398,answer is the once-and-for-all cash,DA QUIZ) ‘to We_ Qm CQ ~ acrd ~for— ald cash,0.8286
399,West German Government . It will now have,Weg Gesuncae Govou wet. Ik uot uow haye_,0.5122
400,to pay more - and increase taxation to do,to poy mome. - Cur Ma CaNerak. tor ah'cu An co,0.6098
401,the new American administration .,,1.0
402,rejection of it is a painful blow to the,VO CIeT Co of i+ os ~ eon bul Blornro Le Lug |,0.725
403,so - or run the obvious # risks in upsetting,ao - OW VKuNR HAr0_ 0} Vicurg tecet agsk sae up aera,0.8409
404,America's dollar reserves . Dr. Adenauer's,"Nrrrrr Con > AoW CAS~ v~RAe\JQ 9 . “De : hAgi e122),",0.9762
405,offer of 357million . President Kennedy's,Hes gf BQ wuicn “Pragrorelk Kowrweoly »,0.7317
406,These support costs are a big drain on,Tuten suppers Coats ara Bia Awan on,0.3947
407,West German Government . It will now have to pay,,1.0
408,dollar reserves . Dr. Adenauer's answer is the,"hae UND , Me. Re. Qunter “ Ys",0.7391
409,run the obvious risks in upsetting the new,nn ie es ke wpictny Vee em,0.6429
410,Kennedy's rejection of it is a painful blow to the,ood 9 yh ‘| Bl 2 & pe Llow be Ve,0.7
411,American administration .,Peauecan “edi aa,0.76
412,These support costs are a big drain on America's,"“Vere ‘wpe tl, we hs aes Ow Avunecco.'4",0.7292
413,more - and increase taxation to do so - or,tnt oo a uae lon te de fe Oe,0.6667
414,once-and-for-all cash offer of 357million . President,ous. aud \ys- abl Cw ale ‘| 49 Mia ‘Venlo,0.7547
415,was waiting for his senior military,ee Wain) poe Ley ae wu lidosy,0.6286
416,spot . Joyce Egginton cables : President,"Sper, Jeqe Egg iat colo : (ewes",0.575
417,Kennedy at his Washington Press con-,Kewte ok ao Waslivpfe lar (az —,0.6944
418,ference admitted he did not know,ference odurttecd lx dol acd baw,0.4375
419,February 20 .,"tebruass LC,",0.5385
420,whether America was lagging behind,"lates LN woos Aoryixy beleieel,",0.7647
421,"And , since this is election year in West",Aud / Mue tis (s clechgen qaas jx bby,0.5122
422,aides to come up with the answer on,Aides & Come Lp usd fle aujlurs cx,0.5143
423,Russia in missile power . He said he,"Lurie ja Wilk Powss , Be tech be",0.5833
424,"Germany , Dr. Adenauer is in a tough",Geis it. Pes ous 3 (e a toe ls,0.6667
425,"And , since this is election year in West",hac pe OR2 Mo iw alecWweu wee war  Wegr,0.6829
426,lagging behind Russia in missile power .,,1.0
427,"Germany , Dr. Adenauer is in a tough spot .",Germain | a . AAD. cared “ <2 A tough > por.,0.4884
428,he did not know whether America was,Man ALA ucsk kHaery wWhebles hurcnca War,0.7429
429,at his Washington Press conference admitted,"ok io mo lin ghou ""Peres Conleenrca acduullecd",0.5814
430,Joyce Egginton cables : President Kennedy,\o Koo Eaqgubken calle : | Pet gt Ae Kao re clin,0.7805
431,He said he was waiting for his senior,M2 soick K2 wae workkug Fer We senor,0.5135
432,military aides to come up with the answer,Mir bor w OActag to Coma uy ues bug CHAS WAS,0.7561
433,on February 20 .,On RAV UOrY 20.,0.5625
434,in personality last night dominated,,1.0
435,CHILDREN TWO men who are poles apart,CWALPREN TWO wen who at pots arct,0.3056
436,slackness in the Eisenhower Administration,"sl wc hurces wn Mra Faoeuw Lourdd foi irs Var eo,",0.8095
437,This surprising statement was a sharp about-,"pM, sures oe ok WQ_wowr Worx aA D4 P alouk —",0.7727
438,did his best to avoid giving Pressmen,"Mor hio LCRek to aocneXN GLORY, © Pues Gin",0.7297
439,in nuclear development . President Kennedy,"mar Claas) 6 helo purrerk, ~~ Pucmetat Kowecky",0.7857
440,had caused America to lag behind Russia,,1.0
441,face from his warnings during the,,1.0
442,Presidential election campaign . He claimed,Queercrtitioh cake chor COMA OA SU . Ma Clamecd,0.7442
443,a direct answer . George Brown,ON RaQ H CAnwWies . Ravage * ByowH,0.7333
444,"Mr. Brown , passionate and warm-hearted , led","Mp Brown, paniouate anol warm-~uiated, Lea",0.3333
445,always come first .,Mbjays Cole Hine,0.5789
446,issue behind the Health Service ; the other,yyue tehiud te Healy uvice ; the otter,0.2791
447,tried to show that the balance-sheet must,tut to Chow that Her baloute- Veet moet,0.3659
448,to angry uproar . One dealt with the human,fo augiy uproal. ne dealt With the human,0.1667
449,ment - and ended by inciting Labour M Ps,ment - Quad cudeof ba inciting kalo M Fr,0.35
450,"unemotional , replied with a statistical state-",Wuemrtinal uplitd with q vtakttical Sok -,0.4043
451,"charges . Mr. Powell , white-faced and outwardly","Claorge;. Np. Fomell , white - face dud butulacly",0.3958
452,Labour's attack on the higher health,Labouike Attack tm the Usgles Wealth,0.3056
453,statistical statement - and ended by inciting,Aolasbice\l shoKQriek — KAuK GALA bY vn ct hangy,0.7556
454,balance-sheet must always come first .,Qrolomcen — ov2Q+ rice olweaag COAUA2R Fr Bb.,0.8947
455,"charges . Mr. Powell , white-faced and",M04 Gea. Mur. Powel | Wha ba — faceck On,0.5789
456,with the human issue behind the Health,,1.0
457,Service ; the other tried to show that the,"Geasu1 ca bye olka bv ULON to slcnod Muok the,",0.7143
458,"outwardly unemotional , replied with a",ore wors ds by Mmernolkicual | EL PUS A wit a,0.7105
459,Labour M Ps to angry uproar . One dealt,Latscuyr Mis te aQaavn uyvGOs-. Que Aa ale,0.6154
460,"Mr. Brown , passionate and warm-hearted ,",ue.  Biowow | Pracarcuale oaxnck wor - Maas back |,0.7561
461,led Labour's attack on the higher health,LN LaQaw ss ark¥ack Gm Mw lug hed heaalkk,0.575
462,people far beyond the ranks of Labour,prope fox heyoral Ho tacks of Labous,0.3784
463,""" undermining the Health Service "" and",“cetecles Ueto the Hoc t Al. if ey ee aud,0.7368
464,censure motion on the Government for,Consesd Wuoton om the Gorrsuliout fc,0.5278
465,The result of the vote was not in,Tle cert o| dle wole wor ted rn,0.4848
466,able to bear them . Mr. Brown,"aWe beos Haw. Mr. fo,",0.5517
467,doubt . For the Tories were massed,et dee tt ee ee eee,0.6765
468,was monstrous . It had offended many,Wor Wrouckour . (f hoot off eacleck dates,0.6944
469,placing heavy burdens on those least,p(ecieg hiovy bosole~ ae those hag de,0.5278
470,declared that the policy under censure,dlec laced Had dhs poly (tucks Grier,0.5789
471,in answer to their whips to defeat a,(. Quswres to 1G Oole ps fo difiat a,0.5
472,supporters .,Se pen tess.,0.6667
473,For the Tories were massed in answer to,Tor bie “VOvV es w92>Q_ naceeeok ‘ham Cams usly,0.8205
474,many people far beyond the ranks of,"WAOUAA, peo pLe_ Pors— DRL Cre On ba youk of",0.8571
475,The result of the vote was not in doubt .,The segue oS Wn coke Won uch Aaudse .,0.561
476,"on the Government for "" undermining the",can = Re _ COv@yK wigurk for~ fp WAAR AA Hy Lue,0.8974
477,Brown declared that the policy under,“Booaon coeclaueA bthok ba_ polucsy wa AQS,0.6111
478,censure was monstrous . It had offended,C2KNaurl. Wars mousWwourd. lk had OV Tech,0.6154
479,Labour supporters .,La®ors™ suppor.,0.4737
480,on those least able to bear them . Mr.,en bWtacee. ‘tock Cin. to Gece” Pow. fav.,0.7368
481,their whips to defeat a censure motion,Wien wr. a> bo Ag Leak C~ CQ xa StwQ_ nan Carn,0.9211
482,"Health Service "" and placing heavy burdens",ANd Qosoica_- Cr. ON PLACRAa Kaaod Gusdems,0.7857
483,this letter which Mr. Gaitskell had received :,"Mio te Maen Whiok Mer, Gale RY Loa uece oe :",0.587
484,whole principle of the State service and,Ld Koln pyvucrip La af WAng_ Sh orwo_ Sey OLCR Aunr,0.875
485,by my party's proposal to prostitute the,OR MA er hyo er9Pceal ka evemn hiba_ Lue,0.75
486,"has practised medicine for 43 years , chiefly","noe PVA SOLON wadicrne flor U2 yor, Chafly",0.5556
487,Conservative . I am horrified and amazed,Coreesvamweea . | an lrorn WecwK’ Gk. & cua Ber,0.725
488,"The Press , many doctors and public were","Thee “Peres WA Orr"" do olars Corn Orn POUR wQ>2_",0.75
489,to render that service a hardship to poor,Los por Chas buod SADNESS OW Kerkolup 6a pour,0.7561
490,""" My background is a doctor of 68 , who","pw May DOCH qe te A dockce od b&, who",0.5897
491,"as a panel doctor . "" I am a lifelong","On A eamnelh cadocker. , | ania Ls Fe_ len a,",0.6757
492,denouncing the proposals . He quoted from,AR WOU Cr a MMea_  pyvmpaccale. quo kecd bvom,0.7805
493,people .,C2Op ke. .,0.75
494,quantity surveyor . We have descended,Jobnhitg IQs Neyor — We bace clerceeahe,0.5405
495,""" After a lifetime of helping others and",Yes a A jehiuse of Lali clus Ano,0.6
496,"the increased charges is a wicked ,","Llee HaCheaagoh ch aige, a bre tel",0.7143
497,"healing the sick , my considered","eh the bel, tiny con proscecl",0.6562
498,opinion is that anybody supporting,Oyen. /t tot eg boeely foppord eg,0.6176
499,needs an imaginative architect to,rths an rine sich ve orchy toct £,0.5758
500,"old - . "" Mr. Brown went on : "" We",ath. ° M. ae woud Ow: “We,0.6176
501,with bills of cost .,uth With of co |,0.45
502,are dealing with a noble edifice which,"O59 deakiv, att 0 Voble colic which",0.4211
503,"improve it , but it has got a","tr prove oe bed if le, gad a",0.5172
504,from the real problems to fiddling about,fron ths teak poobln. © /illig about,0.35
505,fiddling about with bills of cost .,Facdk.g abauk wih bila af Coat.,0.4286
506,""" After a lifetime of helping others and",", MBer a bene of bolera OQ S5 OW",0.625
