index,ground_truth,ocr_output,cer
275,discuss Weaver's appointment . Senator,Aocu6) laate> 3 appeii ueact Seualc,0.6053
276,Virginia - met today in closed session to,ireiula R soa #oolccu cloeeak 300Bi CL,0.6341
277,"Southern Senator - Willis Robertson , of","CexkAo)u SSeuac ~ liuiels ""Rolssjo 04",0.725
278,"Committee , which is headed by another",Ceuxhbeo _ ( Wlcs 1 Lqadecl b6 anolrS,0.6316
279,Robertson later disclosed he had sent a letter,RaGosloow (atos aisclcero Le Kaa 3ru1 0 lqllo,0.6087
280,to Mr. Kennedy saying he had received,+o Mr Vouaoy Pa44^ 9 Le_ Uac MQCel uea,0.6757
281,"Washington gossip "" that Weaver once had",Wla-Lia ~o Ao o'P Aad Lccue) OLCQ _ Laol,0.775
282,Communist affiliations . The Senate Banking,Ccnuuunis afiuc Feo Te_ Seuede _ Bll L~c,0.6512
283,"Senator Allen Ellender , of Louisiana ,",Seualor le ~ Eleaclq) 04 lousiaxa,0.5128
284,"television audience it was "" current",lelebisiey audi @CQ_ La^ 4 cuvv@Lt,0.5
285,sparked off the opposition by telling a,opcv hea 04 Luq _ Rpo'F' 0A bp telui9 @1,0.6923
286,"Willis Robertson , of Virginia - met today in",W : Uio RalosLx~') 0  Dirs' U M uot Jxay,0.7111
287,letter to Mr. Kennedy saying he had received several,Mo +0 Mv . Veunede ~Aly LQ uaa nceloeo ouerai,0.6154
288,"gossip "" that Weaver once had Communist affilia-",A c3i0 4 hu &t Weavr OCQ _ la0 Cowwui f alF' Ua -,0.6042
289,complaints about Weaver's loyalty .,ccuplcuh alcuut hea &0 0 lod auHy:,0.6286
290,"Senator Allen Ellender , of Louisiana ,",Seual & Alex Oulescoc ox Loutei aua,0.5385
291,Senator Robertson later disclosed he had sent a,"Seuale ( ""Pobeiu lace di oclcseoi Lq lad e A",0.5532
292,closed session to discuss Weaver's appointment .,clcseol 3046L1 +o dijcl3j Wewer _ appw newJ,0.5625
293,"tions . The Senate Banking Committee , which",Kew Te Ceuale Bal< Qouiuuheq_ Wl' &,0.6591
294,is headed by another Southern Senator -,Lecaoc by ax c Hr Coullqsu Cesaar,0.641
295,sparked off the opposition by telling a,Dpev l c 0H AlR _ ocQ 0zi h cM @ Relu ^,0.8462
296,"television audience it was "" current Washington",ke (e0 &c AA alie~Cr 4 Lao cwvext Waohistcm,0.6383
297,Robertson saying the Federal Bureau of In-,exiboha_~yrg K Fuluel Budaa % hp,0.6667
298,"He believed he would perform "" outstanding","kk ksbmd k sl ppa]""mkshen",0.7619
299,He said these concerned Mr. Weaver's,h 2m4 {ese_Cenecme/ f; Meuer $,0.6389
300,Mr. Kennedy rushed a letter to Senator,Ia bunet ibey 4 bhb & Lak,0.7368
301,committee has to pass Mr. Weaver's,condk k Krm #c Vaaes,0.7353
302,alleged association with organisations black-,stteyd teu ho mk rmuuien kons Ihel,0.7333
303,"service "" in his post . Senator Robertson's",Msutct 04 bs' Il Jraky bskho<,0.7907
304,vestigation had reported on Mr. Weaver .,sshjeho kad rprky 1m m Merer,0.625
305,nomination before it can be con-,"bo `aly Jkx "" &m k (",0.7812
306,# sidered by the full Senate .,#b} gebsed hkM Smk ,0.7667
307,listed by the Government . Immediately,hh 4  doson- tmX te. tebs,0.7368
308,has to pass Mr. Weaver's nomination before it,Has +0 pclo ) Mr . Wealuqs 2 Acuulsate bQlone :4,0.6444
309,"he would perform "" outstanding service ""","Lq _ uscuulol Br)fcrm M oul ,lacdi 9 A00 CQ u",0.75
310,alleged association with organisations black-,aloAr abOci alcu Lt K OY8Asallca 6lacu,0.6667
311,listed by the Government . Immediately Mr.,Laea 6 3 LLe _ Gouquea Luuuneallally hv,0.7619
312,He said these concerned Mr. Weaver's,Ae_ Sco Aqer _ CCuCQsiQo Ar Lqaues 0,0.7778
313,saying the Federal Bureau of Investigation had,Jaal9 Ae_ ~exloal Bwv &a 0f Lkola allc lad,0.6739
314,Kennedy rushed a letter to Senator Robertson,Wotrays ruslra a letxo) Seualcr Rabos_u,0.5682
315,reported on Mr. Weaver . He believed,nQpoxtea O Ar aauq . Lle _ Lo_Llesea,0.6667
316,can be considered by the full Senate .,Cau Qe_ C ansicleed ba Ls _ Au Seuate _,0.5263
317,in his post . Senator Robertson's committee,M L Pot Soualer Kolelba 0 Ccuuluu Ueq,0.7209
318,association with organisations black-listed by the,Ovacitimn tilB srpbatumn lhbstuk & Hz,0.64
319,nomination before it can be considered by the,Ihsmutb Ielre I Un Ke EmxihrA ky Iu,0.6444
320,committee has to pass Mr. Weaver's,GmtiMee hx hs pi Ml tnf emwe,0.6176
321,full Senate .,Lnll tenshz,0.6154
322,of Investigation had reported on Mr. Weaver .,6/ Imwenhslirn hal reasrke fhv Is_ Mlemec,0.6444
323,He said these concerned Mr. Weaver's alleged,"e ,ud Ahne Cnxunel {Lc Wbavexs allyzA",0.5227
324,"He believed he would perform "" outstanding",d helevt hetvovlA perkrm (7 Ocdbtmkis,0.5476
325,Government . Immediately Mr. Kennedy rushed a letter,Uoternenerh 'IhntuLiately Hb loxekx tinli N Ihles,0.6346
326,to Senator Robertson saying the Federal Bureau,Eeshr }xehtw mgy |L2 Zzhl Suueab,0.6957
327,"service "" in his post . Senator Robertson's",Oervue V IUt Ms tol . eenno  Lrehs',0.5581
328,mention personal talks with Dr.,beaho pewrel Fels mk 2,0.6452
329,over West Germany's cash offer to help,Crt Hal ar s ck # @ JlA,0.7105
330,Germany to pay more . He did not,"lm @/n km , k Md Mo",0.7188
331,not good enough . And he indicated,nd [e4 mnonsh . ex  & 44ier!,0.6471
332,day that the offer - 357million - was,te %t / #e ~ 87 melx NM,0.7297
333,He said bluntly in Washington yester-,"k % Kaahs *' Mink~ney 72 """,0.7838
334,"Adenauer , the West German Chancellor .","Aj et he Wl Jrm [knesdeo,",0.6667
335,America's balance of payments position .,Amrtes; Jhne % rttnb mihan,0.7
336,PRESIDENT KENNEDY is ready to get tough,Fandent Idvh # Naes k f} %r4k,0.8205
337,that his Government would try to get,"Het &' doerrs Merk norled _ ""67 * _ MA",0.7778
338,And he indicated that his Government,Aia Lq iai calea Llal 6o Gouesuuexs,0.5833
339,PRESIDENT KENNEDY is ready to get tough,PRESiREnT KE NNEr ueadly Lo aek Llo4&4,0.4872
340,would try to get Germany to pay more . He,sulal 43 lo 8e4 GesuLCLly 1o Pca luovr_ 4Q_,0.6829
341,America's balance of payments position . He,"smesica 3 Qalcece 0f Pat ^eul , CO Ka Aq_",0.6279
342,over West Germany's cash offer to help,ouo (oq3t 6o Uat4A ( ? Caaw 0 @es 6o kel,0.7368
343,said bluntly in Washington yesterday that,Sial 6lu 4ls @aalu~ (lc 4234 aas Aat,0.7317
344,"Adenauer , the West German Chancellor .",dqucuQ Al _ lr/ Gecu Clas cquor ,0.6923
345,the offer - 357million - was not good enough .,Llr_ olles 354 ullicy usS Ld A0004 eaud 4,0.6957
346,did not mention personal talks with Dr.,aic^ 4d MeAcx pQsSca talllo Din ~Dv,0.6667
347,help America's balance of payments position,Kslp turiza? Faluxe j pduymentz Doxhurn,0.5349
348,tough over West Germany's cash offer to,Vrl pvec Mob: Umwra 0 Lih ofr,0.6923
349,"talks with Dr. Adenauer , the West",halks tike Ukz lLienauer  Jav Moh,0.5294
350,Government would try to get Germany to,lvcrnnenh tnel kt Fol Irratta,0.6316
351,He said bluntly in Washington yesterday,"Ie eud Jlwa Mh INashunghn ""IeIec",0.641
352,pay more . He did not mention personal,put Inste He dit msh mabtisv pensn~,0.5263
353,German Chancellor .,Irmun  Chncllr _,0.4211
354,PRESIDENT KENNEDY is ready to get,PRLS(0 EoT   KENNESY m ved h Ze7|,0.5455
355,that the offer - 357million - was not good,Vh Hz shx - 351 tadtu ~Wn ? mrL &4,0.7381
356,enough . And he indicated that his,Ehtnt Ihk k Mhika Hah- &n,0.7941
357,due in Washington next week . A big,h k Vrkrjk tex} veet 467,0.7429
358,useful . The President will probably,mrf Zka Fnbf wl prls,0.7222
359,anyway .,T ~i,1.0
360,United States officials quickly point out,kabedSal %fen} guekl fwnLot,0.6585
361,"discuss the problem with Dr. Brentano ,","Aa # /a ml D Brnleno,",0.6923
362,payment of a 210million debt to America .,pa*e} % ^ Zo reths #pl & 4noiss,0.7561
363,"level than in the past "" might be","bve Kon m H ml"" migt ",0.6061
364,"But he said discussions "" on a higher","3v/ k %d Mnscrtove ""m0 kyhs",0.7027
365,"slice of Germany's "" aid "" # is the early","2he % Jormnnz ! 'uel"" &x k 4S",0.7073
366,"the West German Foreign Minister , who is",M Wy pr For Vmukr 1 vko 6 ,0.6585
367,that this is money due to America,Kvt K & *o*7 Lx 6 Artsiaa,0.6667
368,to America anyway .,to Aesicc aslay,0.4211
369,"But he said discussions "" on a higher",Bu Lq_ Saud aiscusx'Clla u C4 a uishq>,0.5405
370,"Foreign Minister , who is due in Washington",Ferei &4 Auaes Wlo 1 olq_ L UJco Lialc,0.7442
371,is the early payment of a 210million,Lo De _ Qos 6 paalrli ok a 2A0 ~u'e,0.6944
372,The President will probably discuss the,Tle _ Panooleu wil Pvaba bls dia cuao Le L,0.6154
373,"problem with Dr. Brentano , the West German",Pvables Lila  . Baexsouo LR _ ka + Geswc ^,0.6512
374,"level than in the past "" might be useful .",leur| Lual Lue _ Pck Asl 60_ ulul,0.7143
375,debt to America . United States officials,dept +o Auesica luutol Skale > oldal,0.5122
376,"next week . A big slice of Germany's "" aid """,LeL uaqe_L ^ Ca JUcs_ 0Q Ge  Clya 0 4 aic 4,0.6818
377,quickly point out that this is money due,quic Ll pol oluk +at +lis 1 moxek 0q,0.475
378,this is money due to America anyway .,YLs tS (uoey d_ k Atuonc ay Wfa,0.6216
379,"German Foreign Minister , who is due in",Gezaz |arcrt REuxk[ C bo i$ olue,0.6667
380,Washington next week . A big slice of,Iaxlibpk Le tc tueel _ a Iig- C2_,0.7027
381,"level than in the past "" might be useful .",Cevel keac 2 Klce Axxy G Ue( < #C (e usefece,0.6429
382,The President will probably discuss the,(ke Prcx deed 4 €Q froGaGly olscess ICo,0.5128
383,States officials quickly point out that,"Staks #uals qutctly , Vu_s s (uoluo U ds k Aiuonca Aoit-a  auU Way Yea_",1.359
384,"Germany's "" aid "" is the early payment",Beruuy S Cuol (5 tle _ eay #e Lloe1,0.7105
385,of a 210million debt to America . United,o 0 2IOu BBon_ dlolt kakwenaa Uluheol,0.7
386,"problem with Dr. Brentano , the West",SobCeea USH 0c:drexlao LlaUey,0.7222
387,"But he said discussions "" on a higher",Bc-t l ~Souol dsScee5Sn025 U 0 0 U?bes,0.7838
388,flatly rejected attempts by the Eisenhower,Flal4s neieclea alea pi3 6a Le_ Cize  loies,0.619
389,And they are unimpressed by the Germans' claim,Ka 424 0s_ W 4 pur&arc bc Le _ Gesucu? clai ,0.6957
390,that they cannot pay more than 357million,Aual ~LoA cauuat Pay Lo1e_ Lax 351 Au lian,0.561
391,or for the present . The Adenauer Government,Or 4e Le_ PqArL Tlz  AoleuauQ  Gouesaul,0.7045
392,without upsetting their own economy . The,silhoul up 38*S ~ueir Olu eccmo-i] _ Ae,0.561
393,sum towards the cost of keeping American,Ju Jolocsds Ae_ Coal Ol keqp~a aesicay,0.575
394,Government to get them to pay a regular,GOoQsMlrA ael HoA^ 10 pca 0 Mr qu (css-,0.8205
395,good and is not paying for the past,joca La 4ol Pcly ~9 fer Le_ Poa,0.6857
396,Americans say Germany is having it too,Kesccw ) So4 Ges-ucuy '6 haui9 1 Joo,0.6053
397,troops in Germany .,IY OOp > Gec ,0.7895
398,answer is the once-and-for-all cash,Ollolsr) ~LD Ao @ CR LLA Jcc al cao h,0.8286
399,West German Government . It will now have,Aqol Gesia~ Gours LeL4 I} Li u Kol haur_,0.6098
400,to pay more - and increase taxation to do,Ho Peyt onr_ J aud L Ciqaar Jaxal'e 40 dlo,0.5854
401,the new American administration .,Ae_ LQL) Anrs (cll adu Aslaliel,0.7576
402,rejection of it is a painful blow to the,&lea C^ ot 14 L A pal Fi Blowo +o Le |,0.65
403,so - or run the obvious # risks in upsetting,30 Eed O vu Ae_ abuicllla 4k 754 4p sel `,0.75
404,America's dollar reserves . Dr. Adenauer's,48sicc dolos MraqQ 0 ~ deL Cllo) 0,0.7381
405,offer of 357million . President Kennedy's,ofes 04 251 alcl Pne &fole~X Kouxeold 3,0.7073
406,These support costs are a big drain on,"Teae 3uppA Ccsh ae_ a 0,4 da 0",0.5263
407,West German Government . It will now have to pay,U Gertiau Gouejbxl _ U ull bn Lve 1,0.625
408,dollar reserves . Dr. Adenauer's answer is the,"Ksle; (leUl Aduuqus` ^ Gulstu"" i^ Ea",0.7609
409,run the obvious risks in upsetting the new,tuu Hi obuiown ilu W yprHx H Wn,0.6667
410,Kennedy's rejection of it is a painful blow to the,(Guudy ' RKckou 6 Nuwu K Ul6n kb Ilc,0.76
411,American administration .,Auuttau aduuuie (iu,0.72
412,These support costs are a big drain on America's,Tlx Aulert Conh 60 C Ataau Ou Awu-to,0.7083
413,more - and increase taxation to do so - or,MCc Od ku Gean kxaltau _ 6o d Cv,0.6905
414,once-and-for-all cash offer of 357million . President,OUce Qud _ kr al CaM o 337uu Uu Mend,0.717
415,was waiting for his senior military,Na ? Gaakv ] (~ Gj Jluer Wlky,0.7429
416,spot . Joyce Egginton cables : President,"Kpodt . Jeys tsyS 2 ccblc, ; Kcexclec J",0.625
417,Kennedy at his Washington Press con-,WenLe cl5 ad ^i Wasliyk- Ii (oz1,0.6389
418,ference admitted he did not know,deceace adui #edl ke dx 6} kl,0.5
419,February 20 .,kebse 0s9 o,0.7692
420,whether America was lagging behind,(llle Hnni ca (o ^ Jexii ~) bxliacl,0.7941
421,"And , since this is election year in West",Aud hute  Hus ($ eec hov Axc (4 (ev4,0.6098
422,aides to come up with the answer on,ad Couie 6l LnJC_ fle alxu Ow,0.6857
423,Russia in missile power . He said he,Kuwa (6 Wui Jh 6 pouxr _ Hz _ci & Le,0.6111
424,"Germany , Dr. Adenauer is in a tough",ecuccux] 0. Adec &ue (J (6 a 4oej4,0.6111
425,"And , since this is election year in West",Mo) 3 Qr_ Huo eleck'e d ecx lal,0.7561
426,lagging behind Russia in missile power .,"laaa-9 bel`~^ ""Ruaaio uiilr PClluQ",0.65
427,"Germany , Dr. Adenauer is in a tough spot .",Geucald 1 Dr AdeLalurs '0  +ouo L 2pol,0.5116
428,he did not know whether America was,kq_ aloi 4al kaallo @lelle> Auesca LJcla,0.8
429,at his Washington Press conference admitted,a 6 losli~slcc Pn &3 Cculeenc_ aduullea,0.6279
430,Joyce Egginton cables : President Kennedy,do4ez Cas LLcu cols lqo : Reoioleuk Vouuecldd,0.7805
431,He said he was waiting for his senior,Ae_ baio Lq_ Ljae Lpai Fs Rcr Lio eelc,0.6757
432,military aides to come up with the answer,L Mloa aiclq0 0 Ccie_ up Wilu Jle ausWrs,0.6341
433,on February 20 .,Om @Lvuosa 20,0.6875
434,in personality last night dominated,enoally laa 16 u da; ualea,0.6286
435,CHILDREN TWO men who are poles apart,"Chi LDREn Two Ael Lobto ae_ pol , ancn",0.5556
436,slackness in the Eisenhower Administration,>| aclhr& 1 M_ &eu lousq) Aollu uloledc ,0.8571
437,This surprising statement was a sharp about-,"7, 34cp-Br_ ofalq_Lut Loqa a JLa P alu",0.7273
438,did his best to avoid giving Pressmen,dia hio Qesl Jo adael 6ois Pueaj e~,0.5135
439,in nuclear development . President Kennedy,luclac cleuelopuel4 Pue 0 elras Vquuealy,0.6667
440,had caused America to lag behind Russia,4ad cayar@ huesica 10 laA Beki~al ilsai@,0.5128
441,face from his warnings during the,face_ Gow Lio Lcs aC durina Le _,0.5758
442,Presidential election campaign . He claimed,Rveeicleah c cleclcx caup a 6 Lq_ clauec,0.6279
443,a direct answer . George Brown,0 oui sct Cllur > Geovar Bvore,0.5667
444,"Mr. Brown , passionate and warm-hearted , led","Mi . Brolth 1 powr ibnnke audl WorM lated, 1 Led",0.5556
445,always come first .,Vlllant Coule Tin} _,0.6842
446,issue behind the Health Service ; the other,Iue tehud Hu #elhi Vuvice ; Hhue okes,0.4884
447,tried to show that the balance-sheet must,tutl to xhol tl} Iululaule- luet ml},0.561
448,to angry uproar . One dealt with the human,to agry uptoal Oue deabt Itl tlu huwal,0.3333
449,ment - and ended by inciting Labour M Ps,meut Oud eded lx4 iuciliug kabolv M Pc,0.4
450,"unemotional , replied with a statistical state-",Uemrkioal kepliu WiHl q vtaliftical itok,0.4681
451,"charges . Mr. Powell , white-faced and outwardly","cwrge . Nc Powu , Wlut ~ Faued dd Outiardby",0.4583
452,Labour's attack on the higher health,Laboh % Uluck UM the lughuu lgabH,0.5278
453,statistical statement - and ended by inciting,Dolokcccl 3 (asrsrc4 cc edQa bI i c L*a,0.7333
454,balance-sheet must always come first .,Qa (cuc - o leq | ulcF alwcs ccue Fra,0.6842
455,"charges . Mr. Powell , white-faced and",chai480 Mr Poweu Wl(& - faceal aud,0.5263
456,with the human issue behind the Health,Lia LLe _ lunalu Loj UQ @ela Le Leallu,0.7105
457,Service ; the other tried to show that the,SQxui Ci Le _ ollo) tlea Jo 3hGo hal 4e _,0.6667
458,"outwardly unemotional , replied with a","ou ""wcrray M enol-enai Keue a Will 0",0.6316
459,Labour M Ps to angry uproar . One dealt,LaQcac MT > 4o aava 4pvOOs  Gue _ dealt,0.5641
460,"Mr. Brown , passionate and warm-hearted ,",Mr Biaou Paa > . cale_ au ujcjjl becu laa 1,0.8049
461,led Labour's attack on the higher health,Qa Lalclu 3 aack O Ls _ L6 les keal4,0.625
462,people far beyond the ranks of Labour,V2ep k Jo byozd Iu fakJ %4 labour,0.5135
463,""" undermining the Health Service "" and",ubcles = uiuivs #le Uealll J8c; c Qad,0.7105
464,censure motion on the Government for,"Cetucs 2 luxo hon 0"" Yle Usoesuueul",0.7778
465,The result of the vote was not in,Tke  (ull o] Il lle luas Wd in,0.5152
466,able to bear them . Mr. Brown,abl 7 beor Hleus_ Ac _ Rso WL,0.6207
467,doubt . For the Tories were massed,OloulA Toc U lor (RJ Wxr2 Uced,0.6765
468,was monstrous . It had offended many,Wa lueacko6a had   odf zuclecl (uhlt,0.8333
469,placing heavy burdens on those least,"Ip (acicq 6ouy burcle~, OU Vlok loazl",0.6111
470,declared that the policy under censure,declased  {la/ {l pol;vy Uuckr  Tentt R,0.5263
471,in answer to their whips to defeat a,(4 auJc 2S t tler alp 7 dka ` Fa,0.6389
472,supporters .,Kcx (fey +rrg,1.0833
473,For the Tories were massed in answer to,Toc Ae_ Tor (0e Wrsr Luaaaea L Clujuses L,0.7436
474,many people far beyond the ranks of,Ma+A Proplr_ Fer beUC~c Ls  vecu h 04,0.6857
475,The result of the vote was not in doubt .,Te Rraal 0+ Llr_ xle_ Jo uol L daulsl,0.6829
476,"on the Government for "" undermining the",0 La _ Goursu ueel for 4 ludqsali Aa Lle _,0.7436
477,Brown declared that the policy under,CBvo2  oleclanea Llal Lae _ Polch Laq),0.6389
478,censure was monstrous . It had offended,Ceu312 Lollo lolsh OLla IF kad ohenoe4,0.6667
479,Labour supporters .,LaQa 34 ppoclro,0.6842
480,on those least able to bear them . Mr.,Om Luce _ lea 04 alle_ l Bec4 heLu Ar,0.6316
481,their whips to defeat a censure motion,AeL ~ Wlr> Lo dleCeal 0 CQA SLr _ mole,0.7105
482,"Health Service "" and placing heavy burdens",MeallA Seso i CQ _ a 0_ P(ac*a Lraoc QodoaJ,0.6667
483,this letter which Mr. Gaitskell had received :,Ho lelo) Wliiels ar Gab le4 La@ KQCu sea,0.7174
484,whole principle of the State service and,Lo lolr _ pcudiplr_ 04 Aae _ Siesr _ 30uiqr ad,0.775
485,by my party's proposal to prostitute the,bX n4 Pou 6'> pvopcai Lo Qvothle Lle,0.575
486,"has practised medicine for 43 years , chiefly",Aas Rvac'aro ~aici r fcr 43 ~Rrcnd) clef4,0.5556
487,Conservative . I am horrified and amazed,Cex &esuaf' 4r T A Loynfea @a Clma zed,0.675
488,"The Press , many doctors and public were",Tle pue 6) 1 iay doalo? auO PLolc WQQ,0.575
489,to render that service a hardship to poor,Kex 4os Fuat 3rbuiQS  0 kcvd slr 4o Door,0.6829
490,""" My background is a doctor of 68 , who","4 M4 Qa c Grcud 1 0 dodc~ 0J 1 & , W4o",0.5641
491,"as a panel doctor . "" I am a lifelong",a 0 Patr| doolcs. m | a1 c L_lec$,0.5946
492,denouncing the proposals . He quoted from,3eKol ~ csa Lue _ pvopcballo L_ auolea fvow,0.6341
493,people .,proplr,0.5
494,quantity surveyor . We have descended,966-65/1 fC Uryo lJx babe &ncudo,0.7297
495,""" After a lifetime of helping others and",7( Me ( Xkkua c] (ulp y oao aud,0.7
496,"the increased charges is a wicked ,",lle (6 Ceaneol clarqk? (f 0 6zcL %l,0.6571
497,"healing the sick , my considered",hali: Hu bck ( ly C8 h dcec,0.5625
498,opinion is that anybody supporting,OpL; c 671 iJ Hol @ey bo&ly1 fupf &x ty,0.8235
