question,reference_answer,student_answer,label,student_answer_noisy,corruption_level
"Ms. Teridann, a geologist, made a chart showing the scratch-test data for 3 minerals (Mineral X, Mineral Y, and Mineral Z). She wrote ""yes"" if the tool scratched the mineral and wrote ""no"" if it did not scratch it. Topaz is a mineral that cannot be scratched by a fingernail, a penny, or a paperclip. How hard is topaz compared to minerals X, Y, and Z? Explain how you know.",Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,Mineral Z can scratch topaz because mineral Z cannot be scratched by a penny or a fingernail but it can get scratched by a paperclip.,contradictory,"Meneralecanschratchtopaz becausemireralZs cannotbe soratchedbywpenry orafigernail butitcan getsccrat""rhedby apaperclip.",0.2
"Ms. Teridann, a geologist, made a chart showing the scratch-test data for 3 minerals (Mineral X, Mineral Y, and Mineral Z). She wrote ""yes"" if the tool scratched the mineral and wrote ""no"" if it did not scratch it. Topaz is a mineral that cannot be scratched by a fingernail, a penny, or a paperclip. How hard is topaz compared to minerals X, Y, and Z? Explain how you know.",Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,"It is so strong that minerals X, Y, Z cannot break it.",incorrect,"Ir isssstrongthat minaeralsX, Y,ecannotbreakit.",0.2
"Ms. Teridann, a geologist, made a chart showing the scratch-test data for 3 minerals (Mineral X, Mineral Y, and Mineral Z). She wrote ""yes"" if the tool scratched the mineral and wrote ""no"" if it did not scratch it. Topaz is a mineral that cannot be scratched by a fingernail, a penny, or a paperclip. How hard is topaz compared to minerals X, Y, and Z? Explain how you know.",Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,I know because when you break a rock that is when you know it is hard or not hard.,incorrect,Iknow benuuse whhenvou break arark that iswhen you ksow itishard or nat hjrd.,0.2
"Ms. Teridann, a geologist, made a chart showing the scratch-test data for 3 minerals (Mineral X, Mineral Y, and Mineral Z). She wrote ""yes"" if the tool scratched the mineral and wrote ""no"" if it did not scratch it. Topaz is a mineral that cannot be scratched by a fingernail, a penny, or a paperclip. How hard is topaz compared to minerals X, Y, and Z? Explain how you know.",Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,"How it is compared to X, Y, and Z is that the finger and the penny cannot scratch mineral X and Z.",incorrect,"Haw itrncompharedtao X,Y, andetsthat thefingersnd the pennycannotscraxch ineralX and Z.",0.2
"Ms. Teridann, a geologist, made a chart showing the scratch-test data for 3 minerals (Mineral X, Mineral Y, and Mineral Z). She wrote ""yes"" if the tool scratched the mineral and wrote ""no"" if it did not scratch it. Topaz is a mineral that cannot be scratched by a fingernail, a penny, or a paperclip. How hard is topaz compared to minerals X, Y, and Z? Explain how you know.",Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,I know it is Z because it has one yes and 2 no's.,contradictory,Iknow ottsZ bhecause it hasoneydsand2no's.,0.2
"Ms. Teridann, a geologist, made a chart showing the scratch-test data for 3 minerals (Mineral X, Mineral Y, and Mineral Z). She wrote ""yes"" if the tool scratched the mineral and wrote ""no"" if it did not scratch it. Topaz is a mineral that cannot be scratched by a fingernail, a penny, or a paperclip. How hard is topaz compared to minerals X, Y, and Z? Explain how you know.",Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,"Mineral Z cannot be scratched by penny, fingernail, and paperclip. Topaz cannot be scratched by anything.",contradictory,"Meneralecannothbescratchedby pe ry,fingernail, and psperclip.Topazcanrot0e sratched byanything.",0.2
"Ms. Teridann, a geologist, made a chart showing the scratch-test data for 3 minerals (Mineral X, Mineral Y, and Mineral Z). She wrote ""yes"" if the tool scratched the mineral and wrote ""no"" if it did not scratch it. Topaz is a mineral that cannot be scratched by a fingernail, a penny, or a paperclip. How hard is topaz compared to minerals X, Y, and Z? Explain how you know.",Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,"Topaz has to have X, Y, Z as minerals.",incorrect,"Tapazhinto hhaved, Y, Zas mi arals.",0.2
"Ms. Teridann, a geologist, made a chart showing the scratch-test data for 3 minerals (Mineral X, Mineral Y, and Mineral Z). She wrote ""yes"" if the tool scratched the mineral and wrote ""no"" if it did not scratch it. Topaz is a mineral that cannot be scratched by a fingernail, a penny, or a paperclip. How hard is topaz compared to minerals X, Y, and Z? Explain how you know.",Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,Because it is harder.,incorrect,Bbcauseitishardher.,0.2
"Ms. Teridann, a geologist, made a chart showing the scratch-test data for 3 minerals (Mineral X, Mineral Y, and Mineral Z). She wrote ""yes"" if the tool scratched the mineral and wrote ""no"" if it did not scratch it. Topaz is a mineral that cannot be scratched by a fingernail, a penny, or a paperclip. How hard is topaz compared to minerals X, Y, and Z? Explain how you know.",Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,I know because a fingernail cannot be scratched the most.,incorrect,Iknow benuuse ahfingernail cannot aescratched themost.,0.2
"Ms. Teridann, a geologist, made a chart showing the scratch-test data for 3 minerals (Mineral X, Mineral Y, and Mineral Z). She wrote ""yes"" if the tool scratched the mineral and wrote ""no"" if it did not scratch it. Topaz is a mineral that cannot be scratched by a fingernail, a penny, or a paperclip. How hard is topaz compared to minerals X, Y, and Z? Explain how you know.",Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,"Topaz is the hardest because none of them can scratch it but at least one them can scratch X, Y, Z.",correct,"Tapaziotheharhdestbecausenoneoftiemcan scratch it butat leastonethem cmn svrathX,Y, Z.",0.2
"Ms. Teridann, a geologist, made a chart showing the scratch-test data for 3 minerals (Mineral X, Mineral Y, and Mineral Z). She wrote ""yes"" if the tool scratched the mineral and wrote ""no"" if it did not scratch it. Topaz is a mineral that cannot be scratched by a fingernail, a penny, or a paperclip. How hard is topaz compared to minerals X, Y, and Z? Explain how you know.",Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,Topaz would be the hardest because none of the tools could scratch it and at least one tool.,correct,"Tapazws""ldbehthehardestbecausenaneofthetoolscouldscratch itand at laastone tol.",0.2
"Ms. Teridann, a geologist, made a chart showing the scratch-test data for 3 minerals (Mineral X, Mineral Y, and Mineral Z). She wrote ""yes"" if the tool scratched the mineral and wrote ""no"" if it did not scratch it. Topaz is a mineral that cannot be scratched by a fingernail, a penny, or a paperclip. How hard is topaz compared to minerals X, Y, and Z? Explain how you know.",Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,Topaz would be hardest because none of the tools could scratch it and at least one tool could scratch X Y Z.,correct,"Tapazws""ldbehharvestbecause  aneofthetoolscouldscratch itand at laastone tolcould scratch Xn YZ.c",0.2
